seed	12026027	poultation_size	100	mean	3.0	sigma	40.0
evals	SphereProblem vlaue
    1	65647.338439745930373
 1000	13064.076780556069934
 2000	4295.862325005882667
 3000	791.609503421972477
 4000	351.864389368399372
 5000	152.404429201559196
 6000	27.673811229279192
 7000	10.237483906887475
 8000	4.617625046610955
 9000	1.064461440743193
10000	0.304073504227147
11000	0.047382041992273
12000	0.014363029391258
13000	0.005515631972647
14000	0.001376434499602
15000	0.000489490912772
16000	0.000118574377470
17000	0.000044674751566
18000	0.000012562852997
19000	0.000005988359373
20000	0.000001629315747
21000	0.000000321644841
22000	0.000000121691566
23000	0.000000031566669
24000	0.000000017138384
25000	0.000000002593690
26000	0.000000000707848
27000	0.000000000212819
28000	0.000000000067289
29000	0.000000000028743
30000	0.000000000010285
31000	0.000000000002525
32000	0.000000000000923
33000	0.000000000000343
34000	0.000000000000102
34600	0.000000000000082
last result:	(6.579566706134815e-08,-3.89202570998102e-08,2.2426066443440908e-08,4.035080439767542e-08,-7.207065387524356e-08,-2.936909312901108e-08,-2.6490603113295882e-08,3.65624167881677e-08,3.304666058993271e-08,4.606968229892335e-08,-1.644228765909882e-08,5.287447927303634e-08,-4.8897431356948504e-08,-1.1809928193031238e-08,1.3468448409616636e-08,1.4276109683523082e-08,-2.6123963983015896e-08,-7.45429078684521e-08,-1.8665998938437678e-08,-7.1433288251674354e-09,8.243409312703606e-08,1.350257424763193e-08,-1.4125599028343458e-08,-5.0922269509379245e-08,7.290211197592135e-08,-5.645396667135467e-08,4.614625750977732e-08,-1.572353384624403e-08,3.104291383420865e-08,2.9609763340788197e-08,7.442282571559782e-10,2.1954946290973807e-08,-1.7503441461732995e-08,3.705117591295691e-08,-7.207451118801518e-08,-1.3399367460312641e-08,-4.6341807179118954e-08,1.0588843756808383e-07,-7.780833178239781e-08,-1.8899264476744276e-08)
