seed	12026022	poultation_size	100	mean	3.0	sigma	40.0
evals	GriewankProblem vlaue
    1	14.659559592626412
 1000	5.635399496383800
 2000	1.712405541678485
 3000	1.329094789181526
 4000	1.081320131139411
 5000	1.035437197751731
 6000	0.868112743443842
 7000	0.416800251055335
 8000	0.184905423105575
 9000	0.065431971392117
10000	0.038393150430872
11000	0.010904022887928
12000	0.005359158047390
13000	0.002517787302220
14000	0.000646828258307
15000	0.000253505354575
16000	0.000059137152356
17000	0.000020078755354
18000	0.000003909233940
19000	0.000003189585966
20000	0.000000722603365
21000	0.000000102192715
22000	0.000000077410362
23000	0.000000024293003
24000	0.000000010353423
25000	0.000000001846862
26000	0.000000000632869
27000	0.000000000148958
28000	0.000000000032191
29000	0.000000000016999
30000	0.000000000003819
31000	0.000000000001082
32000	0.000000000000293
33000	0.000000000000087
33800	0.000000000000026
last result:	(-1.023732090800682e-08,3.644999659617976e-08,4.206855705100066e-09,-1.909625039283577e-08,6.357537128380133e-08,-6.291980223694039e-08,-1.5759455417829887e-07,-7.196176650333591e-08,5.910899298637508e-08,4.7195561079213545e-08,2.0304504650561761e-07,-8.262140813043657e-08,1.997096977376729e-07,1.4085239530223102e-07,3.684409910359559e-07,8.616308602175053e-09,9.885612037786493e-10,1.3087679632648566e-07,9.800765055945403e-08,1.1890608566555533e-07,-2.1283996837939806e-07,-2.2383431665889576e-07,-4.778014789552855e-08,3.53935856519233e-08,2.4965260400099954e-07,8.263958282130184e-08,-9.630348202108278e-08,-2.0077741720871522e-07,3.259157483799587e-08,3.332733665502559e-07,-2.726086629522327e-07,1.3618559393231787e-07,9.96931705310039e-08,1.0429425594389648e-07,-2.1225300867083444e-07,1.9955503878365262e-07,-1.2114765775770008e-08,3.5895062668219956e-07,-2.416936973911803e-07,5.7425319791865895e-08)
