seed	12026021	poultation_size	100	mean	3.0	sigma	40.0
evals	GriewankProblem vlaue
    1	22.348737382142716
 1000	5.537600554072747
 2000	1.620073318028853
 3000	1.185096874295986
 4000	1.096884131439541
 5000	1.021710272274347
 6000	0.869610972418690
 7000	0.734984037090090
 8000	0.251097658236263
 9000	0.064704187095945
10000	0.025396693836815
11000	0.013735618848586
12000	0.006336713581824
13000	0.002468358364641
14000	0.000719022365881
15000	0.000489355700716
16000	0.000071202785118
17000	0.000032655753995
18000	0.000011713903925
19000	0.000001575098707
20000	0.000000488501265
21000	0.000000136875840
22000	0.000000026085377
23000	0.000000009460699
24000	0.000000002240816
25000	0.000000001025376
26000	0.000000000257745
27000	0.000000000092794
28000	0.000000000040674
29000	0.000000000008377
30000	0.000000000002278
31000	0.000000000000341
32000	0.000000000000104
32900	0.000000000000054
last result:	(-7.095093503175316e-08,-1.808720009043312e-08,-8.585606675862382e-08,1.0149210471458569e-07,1.3476161639753478e-07,2.0577773006769436e-08,2.3125266766173758e-07,-1.681085348056078e-07,2.8857000498816192e-08,4.028216025889393e-08,2.6863613921024837e-07,2.9505123387505037e-07,1.5743100126025313e-07,1.200149877881933e-07,-6.542153657240773e-08,-1.5858305390271728e-07,1.714778986856721e-07,-4.7476446383416793e-08,3.626450388261479e-07,-1.1085654460309709e-07,-3.2354533893572183e-07,2.5487643099630936e-07,-7.907337733300027e-08,-1.1460295733802396e-07,3.653079938159227e-08,2.1273883725709475e-07,8.915297676529211e-08,2.630853552198385e-07,6.37279487625354e-08,2.4037088355107567e-07,2.487608253960072e-07,6.286860404299774e-07,-2.6966065258260712e-08,-1.0391657881678717e-08,-5.678488763696599e-07,-5.354511553458619e-07,7.70423104197868e-08,3.6613777882323456e-07,-1.5990765645029142e-07,3.1996877619106764e-07)
