seed	12026029	poultation_size	100	mean	3.0	sigma	40.0
evals	GriewankProblem vlaue
    1	17.949078897543522
 1000	5.228646172984199
 2000	2.123377352828275
 3000	1.296735494522688
 4000	1.087953706756002
 5000	1.024186074484125
 6000	0.864758648542597
 7000	0.302577473075797
 8000	0.350073640933206
 9000	0.097778093083071
10000	0.022798423626379
11000	0.008913865405073
12000	0.005186855901245
13000	0.000742050933287
14000	0.000449267338891
15000	0.000110240332247
16000	0.000047038848552
17000	0.000009035784010
18000	0.000003389050092
19000	0.000001548378487
20000	0.000000369755549
21000	0.000000161495189
22000	0.000000028188401
23000	0.000000011550662
24000	0.000000003713592
25000	0.000000000626925
26000	0.000000000364227
27000	0.000000000103114
28000	0.000000000021537
29000	0.000000000009588
30000	0.000000000003231
31000	0.000000000000800
32000	0.000000000000668
33000	0.000000000000104
33900	0.000000000000047
last result:	(-1.5786458776380775e-08,4.580638899716002e-08,-1.1924950459218883e-07,4.797260754166548e-08,-1.0281679928722138e-07,1.1037730791784747e-07,-3.2592394696447376e-07,-1.1142644157048e-07,2.2884649872756307e-07,5.0860195263797485e-08,-1.2828482778481776e-07,-1.7813934843331357e-07,4.484490971554756e-08,1.1278793617958075e-07,-1.7390070404016972e-07,-3.204280400190202e-09,-3.051491705177293e-07,-1.259133578033848e-07,-9.644378159680443e-08,-2.166577815723447e-07,2.525181460755744e-07,3.341074271769472e-08,4.784189197142946e-07,-1.2638977002711063e-07,-3.231748721465916e-07,5.15437331450223e-08,-2.594097743020038e-07,6.608078934957032e-08,2.2797272516155185e-07,5.804492331185342e-08,1.0343332996722265e-07,-2.740452666049086e-07,-8.812090331640723e-10,-4.3143940395357726e-07,3.195743958980255e-07,9.61351293726018e-08,2.6516979824375474e-07,-3.7424372555484894e-07,-3.3876933951656833e-07,-3.617824313297978e-08)
