seed	12026023	poultation_size	100	mean	3.0	sigma	40.0
evals	SchwefelProblem vlaue
    1	16899.516925092146266
 1000	16206.458469560308004
 2000	16956.684963051211525
 3000	16279.427076359464991
 4000	16886.070025285971496
 5000	16158.032950397424429
 6000	15909.360393999992084
 7000	15248.596072513148101
 8000	15101.713614843591131
 9000	15082.111972592152597
10000	14798.544621179868045
11000	14662.807995813196612
12000	14447.259224383098626
13000	14407.168214204715696
14000	14392.263019423407968
15000	14374.532996287010974
16000	14358.575676644984924
17000	14355.852252226706696
18000	14354.183352824305985
19000	14353.812414818068646
20000	14353.011169752280694
21000	14352.885486580324141
22000	14352.814445202304341
23000	14352.806592686871227
24000	14352.793469451051351
25000	14352.785833811982229
26000	14352.785187924182537
27000	14352.783727872898453
28000	14352.783310827504465
29000	14352.783257548069741
30000	14352.783085733557527
31000	14352.783047338154574
32000	14352.783018059926690
33000	14352.783011752171660
34000	14352.783006934081641
35000	14352.783005267625413
36000	14352.783004131004418
37000	14352.783003486712914
38000	14352.783003251337504
39000	14352.783003212789481
40000	14352.783003168460709
41000	14352.783003148753778
42000	14352.783003144291797
43000	14352.783003142367306
44000	14352.783003140420988
45000	14352.783003140148139
46000	14352.783003139602442
47000	14352.783003139440552
48000	14352.783003139415086
49000	14352.783003139380526
50000	14352.783003139375069
51000	14352.783003139364155
52000	14352.783003139364155
53000	14352.783003139362336
54000	14352.783003139362336
55000	14352.783003139364155
56000	14352.783003139362336
57000	14352.783003139362336
58000	14352.783003139362336
59000	14352.783003139362336
60000	14352.783003139362336
61000	14352.783003139362336
62000	14352.783003139362336
63000	14352.783003139362336
64000	14352.783003139362336
65000	14352.783003139362336
66000	14352.783003139362336
67000	14352.783003139362336
68000	14352.783003139362336
69000	14352.783003139362336
70000	14352.783003139362336
71000	14352.783003139362336
72000	14352.783003139362336
73000	14352.783003139362336
74000	14352.783003139362336
75000	14352.783003139362336
76000	14352.783003139362336
77000	14352.783003139362336
78000	14352.783003139362336
79000	14352.783003139362336
80000	14352.783003139362336
81000	14352.783003139362336
82000	14352.783003139362336
83000	14352.783003139364155
84000	14352.783003139362336
85000	14352.783003139362336
86000	14352.783003139362336
87000	14352.783003139362336
88000	14352.783003139362336
89000	14352.783003139362336
90000	14352.783003139362336
91000	14352.783003139362336
92000	14352.783003139362336
93000	14352.783003139362336
94000	14352.783003139362336
95000	14352.783003139362336
96000	14352.783003139362336
97000	14352.783003139362336
98000	14352.783003139362336
99000	14352.783003139362336
100000	14352.783003139362336
101000	14352.783003139362336
102000	14352.783003139362336
103000	14352.783003139362336
104000	14352.783003139362336
105000	14352.783003139362336
106000	14352.783003139362336
107000	14352.783003139362336
108000	14352.783003139362336
109000	14352.783003139362336
110000	14352.783003139362336
111000	14352.783003139362336
112000	14352.783003139362336
113000	14352.783003139362336
114000	14352.783003139362336
115000	14352.783003139362336
116000	14352.783003139362336
117000	14352.783003139362336
118000	14352.783003139362336
119000	14352.783003139362336
120000	14352.783003139362336
121000	14352.783003139362336
122000	14352.783003139362336
123000	14352.783003139362336
123300	14352.783003139362336
last result:	(65.54786525278863,65.54786460996358,-25.87741736163042,65.5478658704717,65.54786578372321,-25.877417403947078,-25.877417479121004,65.54786505948368,-124.82935739321893,-124.82935657156382,65.54786583826679,65.5478647834217,65.5478653939341,-25.877417496561996,65.54786582391782,65.54786439905389,-25.87741814576098,65.54786502275326,-25.87741790719085,65.54786419210879,65.54786422171343,65.547864597521,65.54786541280018,65.54786580370413,-25.877416880995682,-124.82935546446467,65.54786426422596,-25.877417157461824,65.5478655752111,65.54786377089675,-124.82935584653812,65.54786533573943,65.54786415135901,65.54786481138709,65.54786518826108,-25.87741715534606,-25.87741749574459,-124.82935682585106,-25.877418018818226,65.54786463438475)
